Date,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADP,AMAT,AMD,AMZN,AVGO,AXP,BA,BAC,BDX,BKNG,BLK,BMY,BRK-B,BSX,C,CAT,CB,CI,CL,COP,COST,CRM,CSCO,CVS,CVX,DE,DHR,DIS,DUK,EL,EOG,GE,GILD,GOOG,GOOGL,GS,HD,HON,IBM,INTC,INTU,ISRG,ITW,JNJ,JPM,KO,LIN,LLY,LMT,LOW,MA,MCD,MDLZ,META,MMC,MMM,MO,MRK,MS,MSFT,NEE,NKE,NOW,NVDA,ORCL,PEP,PFE,PG,PGR,PLD,PM,QCOM,REGN,RTX,SCHW,SLB,SO,SPGI,SYK,T,TJX,TMO,TMUS,TSLA,TXN,UNH,UNP,UPS,V,VRTX,VZ,WFC,WMT,XOM,ZTS
2002-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-02-28,-0.12216914235730347,,-0.019931064749851735,0.01590389201315534,0.07952506792550373,-0.15045725909965968,-0.023888648573074378,-0.004123916435150643,-0.1588784646900434,-0.006342538939390185,,0.01673619186749442,0.12702931592334887,0.02425321973303296,0.012976287725522173,-0.365079404967385,0.034883463232880274,0.03592664171568827,-0.011414622046788003,-0.004895358538687389,-0.045358266324080465,0.10401704552208035,0.12998650077392315,-0.024999704425772484,-0.020472440407332426,0.017243437063789724,-0.10304359051701129,,-0.2792929577131078,0.004411702912764159,0.01627154696809252,0.09006157000681503,0.05475365831696366,0.09211750809814423,0.020466147731373674,-0.03405560808834307,0.035304245874621776,0.04117574116349498,0.07704061198132184,,,-0.06944031019640018,-0.001796680717747745,0.14049324653041628,-0.08935597704721487,-0.18473696202548562,-0.03464988172624839,-0.005405824213921551,0.03054084882472763,0.06223735751731718,-0.1409697469927067,0.08320099541239201,-0.0025840298602627376,0.012532911818377235,0.06700474296987258,-0.0177988860289493,,-0.03973527565373913,0.05504608979153813,,0.036328527011453504,0.06824162297858316,0.05088841245340614,0.0363300692232682,-0.10690896583082976,-0.08428798050269237,0.0016579272516352717,-0.01752620048050968,,-0.2240647321084217,-0.037079540423063495,0.008185242218387234,-0.0139263176299107,0.03807552154045002,0.053770737058094875,0.017180646989390702,,-0.24517553679337556,-0.08427432913544497,0.06521536046408194,-0.09180934514335481,0.035758941538477584,0.030425644662384732,0.03087501586918573,0.046986582588642856,0.010413562888233141,-0.08048405225917588,-0.07331482896945474,,,-0.0595965476798489,-0.025016948224982016,-0.022240410434661628,0.028841485816694323,,0.10486320764060286,0.009708681714653666,0.010993899389557749,0.033844802166266286,0.06390510583935494,
2002-03-31,0.09078447574282156,,-0.06984943047247882,0.01947305077517636,0.107850524000354,0.21042817629889532,0.10768258169768186,0.2484474378507222,0.0896296324553314,0.014184383971608927,,0.12373069087551114,0.049825882341197,0.06364327030554473,0.030825359480231462,0.30750003008803395,0.0022476381249618704,-0.13851036059980826,-0.023092761482160107,0.12209299945065633,0.09436425370312262,0.024139852360051783,-0.04657935501245636,0.13419826531039636,0.020900320983154197,0.062426488699482086,-0.034900528018381505,,0.18640506016486547,0.2565882446924719,0.06904269746787506,-0.04487757668947023,0.05667424655707087,0.00347823330802699,0.07082100061562135,0.09658605438684065,0.15260048673991,-0.028571151697064923,0.02157245641756589,,,0.1150233049885796,-0.02679280247495086,0.003934519448214546,0.059926606622342726,0.06514902978722414,0.012404523337016249,0.0217393078966579,-0.013433788521636125,0.06650288930175652,0.21880393748596894,0.1073685306366694,0.036064067786502285,0.00620600901060242,0.0207408111087104,-0.03889530873647895,,0.06321836470222886,-0.008052939810082038,,0.06811900849231267,-0.02475967115292499,0.01129719445056021,-0.05579867318835596,0.16673449447104072,0.03376729640265652,0.12125803186281647,0.02054607517944773,,-0.1303653520778234,-0.22984359952855526,0.022744951789807066,-0.029784789162434433,0.06250730502597723,0.06991843718558344,0.05566178511982289,,0.13202910506032595,0.10039635473901165,0.01713492423742413,0.003834552336054342,0.010479238080768782,0.04291373079125571,0.037234137859936345,-0.01902462237990732,-0.010570300878150585,0.053727027467745936,0.01867271311990959,,,0.12776856899198497,0.054640173450667184,0.027574026476038904,0.031558011251481055,,0.27739574931474054,-0.014957660680057994,0.053305496066720304,-0.010279889908566764,0.06125904501558499,
2002-04-30,0.025347618861700116,,0.03010081720748925,-0.19700367458059764,-0.008190476407829661,-0.1793966456917906,-0.12750955256172924,-0.10374022210058287,-0.23997278883867823,0.16713293061710655,,0.0032345663206769792,-0.07564741983537693,0.06556869499259266,-0.014580806183996264,-0.03632893237046275,0.031389648720693275,-0.28346673950288104,0.02701559203126025,-0.006775610811481481,-0.1256058603722744,-0.03316137975467737,0.04364585702648216,0.07505706429768932,-0.06940089939560512,-0.04192685790951656,0.009542732078644756,,-0.13467201527514083,-0.023114344033019818,-0.03943682868749587,-0.017343744739016786,0.007885259078970197,0.004332748277843024,0.014021333762662014,0.05825484944286563,0.05011258694595555,-0.1564169987874675,-0.1353153283724975,,,-0.12606579728663236,-0.04608149443669585,-0.04154666837935106,-0.19461507091342023,-0.059191025246714934,0.02137602740111877,0.07978750056354933,-0.0034555320244692433,-0.016782012375934574,-0.005854838172923649,0.06218922876460886,-0.04515035300356107,-0.13320191415734517,0.0923933991135697,-0.02716155206025317,,0.023423263627372126,0.06183667055154474,,-0.09920843373101751,0.09381765703809153,0.03341500114426399,-0.056269059235497076,-0.16394924910328434,-0.13347694773035135,0.06616291681938691,-0.1113146933554291,,-0.21528569962613808,-0.21562503601433658,0.007767298466365036,-0.0853053245657599,0.006078984401384435,0.03528997762337771,0.03504653095875665,,-0.19872450296378286,-0.1736694159769855,-0.054312391631001544,-0.12986985566435916,-0.0691938830763037,0.07021507211378819,-0.06241754074773165,-0.11304458936630335,-0.1623872626638303,0.0892278784897973,-0.088277728681321,,,-0.06487615090778609,0.1490443979842928,-0.08593513521276985,-0.01250005689429945,,-0.2365398423623628,-0.12246026527068776,0.035424617191036845,-0.08874362487671639,-0.08350472862972924,
2002-05-31,-0.03996800155652169,,-0.11955565434694071,-0.027518629409036488,-0.09659669660087689,-0.00919881532985467,0.02124268607193791,-0.08799355594134739,0.022361358960273137,0.09227077407540119,,0.03657642283939211,-0.04013437080726123,0.045944033670246576,0.011568413402482491,-0.20039676332617573,-0.06521713524593342,0.08055560028655373,0.01602956805883249,0.11757625586699127,0.0013290933025731366,-0.04302458152050803,-0.20473381599759388,-0.02706476528737134,0.022448901989903014,-0.037786281880765826,-0.023133974533608992,,0.07713300935188472,-0.043309346068537535,0.01412385165353336,0.05004423669295743,-0.027382055282680784,-0.011647920611689178,-0.15862550481986637,0.016597147582169125,-0.03642817049615188,-0.012995186473162668,0.1458872313363011,,,-0.0419047738307613,-0.10092756595310737,0.07384597672397364,-0.037630914029119666,-0.03390900962172416,0.11613085274642554,-0.0709359813151288,-0.014840757116137082,-0.03604120488343865,0.0242160379830747,0.000901005099813279,-0.01926421368778397,-0.015723595482112218,-0.011777274038959673,0.11515668697376125,,0.054225426739091365,0.0480023730345529,,-0.001780375137890866,0.0019514414218799736,0.051809729085218414,0.05079101643581452,-0.04736003818840884,-0.025832494325005673,-0.007875915440449743,0.007875519676066034,,-0.038781856260652336,-0.2111553393042579,0.001541389464484899,-0.044819814001187286,-0.007866550058971633,0.0297385806180801,0.0395855196359991,,0.04907147139887291,-0.2000000371511288,-0.015123313067660127,0.06254959407037775,-0.056803693637202946,-0.03615307653290889,-0.009503525905985577,0.01962219016248601,0.10399217632272384,-0.030752833932305434,-0.028571242845973455,,,-0.07306829276202464,0.03405092949471711,0.07816942061951893,0.008954122994887959,,-0.07240248624278867,0.0720522294327961,0.03006020813472743,-0.031507349067370516,-0.00022733777818362277,
2002-06-30,-0.23948347292306627,,-0.20736818055255235,-0.0887290072139798,-0.21015688859899118,-0.18896756930427672,-0.1593015985467986,-0.14247103697082153,-0.14960629855562146,-0.10861215534586,,-0.14561268182036957,0.05509919026428256,-0.06434459215278365,-0.08135661787032056,-0.3076923385276742,0.030232191502566064,-0.17416478389949586,-0.09627828587684684,0.052782739433374415,-0.10259395660795467,-0.06351666847542681,-0.08216773893877438,-0.0784034768871611,-0.07656861681754157,0.023109971724283085,-0.016552314972939852,,-0.11596994206292122,-0.04464568353353171,0.014326369457784427,0.024073303813126667,-0.046670638925762176,-0.1750326590824719,-0.028428589699411755,-0.040834976689251956,-0.031707555527030085,-0.0612697764072907,-0.07795874588271812,,,-0.02783298414185975,-0.11786886589763401,-0.10127555699204716,-0.10503440497998273,-0.33852326474304084,0.13697732918812666,-0.1018030356796864,-0.035301255225958506,-0.1481663136787248,-0.05646692282734911,0.011665825674656904,0.020940255411017628,-0.12828460328337776,0.12006477401378346,-0.03731963985940334,,-0.04976610018010663,-0.04483867571699929,,-0.042616623205539494,-0.019373135920993878,-0.2274041677518992,-0.10741832402497564,-0.05235372015563333,0.07444508815944784,-0.03833028948052164,-0.0006704378125794719,,-0.4865492194081169,0.19570702537962803,-0.0700273260861034,0.011561182631642186,0.004951735939164648,-0.02257458014224567,0.06346518014990998,,-0.13116266966348644,-0.12167064919046522,-0.014084325518912144,-0.07361424890648871,-0.09624503933389439,0.014815274471980056,-0.05433181973549739,-0.019244569559004,-0.11052745441335399,-0.07017576111021484,-0.10130702965586535,,,-0.17335164221085686,0.008259947165421444,0.036639634185599235,0.022689121749996488,,-0.1748605644011979,-0.06627885212898088,-0.04465623308670674,0.018124670818204347,0.024793353660200967,
2002-07-31,-0.13882695981679916,,0.1075448309142848,-0.13157916468978248,-0.15929817230130672,-0.18855235100495116,-0.1437425941288334,-0.21819105062184874,-0.17386836292487196,-0.11076919849102318,,-0.02708776443701222,-0.07733328999502853,-0.05486105948390552,-0.15645828756494973,-0.3369175423856885,-0.0530469567196824,-0.07832035918640212,0.023724291988606483,0.02285129888361559,-0.13445164312501479,-0.07937271613478536,0.002214847184011326,-0.07616503167475741,0.029901014562532247,-0.12109302701887015,-0.0971000183481383,,-0.05447999180282648,-0.06328555091671151,-0.15254229268063912,-0.12275564384572657,-0.06480790557237792,-0.061904805636696536,-0.18038580680006988,-0.13863627486872876,-0.1352893237818017,0.10843403661219986,-0.0732969989481097,,,-0.0009970119926574483,-0.15927068399103572,-0.0814649728050384,-0.02222191457088296,0.028461588529287374,-0.11544637665613433,-0.17355337878247712,-0.03382189930416113,0.006505660753952203,-0.2560858107257359,-0.10821404755831854,-0.08197240153719065,0.03581587567880873,-0.07755420436635596,-0.16585600841661485,,-0.13005233192682863,-0.096459482760754,,-0.0022946604709482843,0.02300801224901483,0.05425823780579386,-0.02053680467433272,-0.05814286360933629,-0.12285186646500512,-0.05567589273567941,-0.08126749923651277,,-0.35564761312601045,0.05702214033659381,-0.10912815626205163,-0.07571424564903295,0.001582277467766957,-0.1158166241478128,-0.03392697643100118,,-0.00036391198325536056,0.18538938808743954,0.0235634787629746,-0.2008932227625415,-0.07698940030046864,0.050364969682544336,0.04773803603402538,-0.054008961645544806,-0.08277117140580215,-0.09586945714582273,0.029090702469969587,,,-0.022287466298924197,-0.042490782585777875,-0.07285086225108706,0.058137436333436154,,0.21253064733043248,-0.16986465383364258,0.015980432702725977,-0.10598047674063249,-0.10166120707739001,
2002-08-31,-0.03342008411478714,,-0.03332570396473067,-0.003030209564480857,-0.16110201469918717,0.0,0.012871507108091818,-0.10154656216129498,0.10211714517643267,0.03390996803293711,,0.022688841300527507,-0.10308175062932257,0.05383474160290569,0.05058449709327628,0.2702703292719091,0.05482674353362893,0.06487437458890377,0.06689981299310532,-0.028009341747206373,0.05275145520207292,-0.02371406070570503,0.004420681806948323,-0.054222304976242586,0.062317632766112574,0.02363787691031205,-0.0418699039550553,,0.04776365021864892,0.02762191065254771,0.03105788242359342,0.09281319978231473,-0.03061994029564241,-0.11562324025087178,0.06355714405327229,-0.012203428868565958,0.01603927825111562,-0.06366498348120275,0.05283929905241069,,,0.056732894590804994,0.06638594724574887,-0.0690274976116877,0.07310924796632645,-0.11176267509874793,0.014779260881686795,0.054285363956486865,0.03833909448423478,0.03630513550858905,0.05769244556341335,0.0212255549246001,0.07131917737856175,-0.0009941464887601725,-0.010566383040492289,0.09326329826581747,,-0.040000780624387944,0.07486520078267755,,0.01565805674457499,-0.002194368693216764,0.08577647088550577,0.018548288383057443,0.058736022914856134,0.022926421787747397,0.017765024002079466,-0.12396070858456121,,-0.08762050003417943,-0.041957865768771585,-0.07894785425800632,0.02676542684263672,-0.003819934259440494,0.050831029783511505,0.006768218376619117,,0.008369773261589719,-0.10174424309680086,-0.1421068556376538,0.027154333829106037,0.011188070620258284,0.018391060486365296,0.017808952564529523,0.11359160866410778,-0.10556804420681398,0.11762064736953248,0.04711453972314694,,,-0.14902879699997518,0.007872069925938252,0.03204373848427666,-0.0190653084921244,,0.008105362171594743,-0.06060555254254274,0.032048971429970985,0.08743373753470918,-0.029435928862270977,
2002-09-30,-0.0169481899514492,,0.009243744169656676,-0.13191479373334625,-0.049121346022789725,-0.1825726650057965,-0.07666255977984027,-0.13547940540233727,-0.3966101782584248,0.06626512657409722,,-0.1353300664385827,-0.07930910367403243,-0.08140140189309875,-0.06674885616908743,-0.37872331123262915,-0.06395473794873607,-0.04609205833614238,0.010245901799528667,0.08267581059864249,-0.0946566478981894,-0.14711227954379613,-0.06384512837696932,-0.16530964563777284,-0.010999021028302636,-0.12057820811139142,-0.03112821913369357,,-0.24167891454209567,-0.1374612569247069,-0.09630669071176967,-0.005404900726683426,-0.054429048204888475,-0.03443893536251552,-0.27133793557569386,-0.04040069265409241,0.0321470870812004,-0.17669919044150229,0.045199213325440635,,,-0.1457957432003989,-0.20620431447523946,-0.27679451016282575,-0.22645279308190458,-0.1667669202276194,0.020165649310259326,0.0826560876659308,-0.1454007442060966,-0.004234646989376922,-0.28068191370931994,-0.05590323045049095,-0.08458008542568396,-0.04668365658408913,0.021319603433510803,0.00048324307766867136,,-0.2567337583313545,-0.07973398331930337,,-0.14409061174832305,-0.11988758536158295,-0.21348228053763252,-0.08835382191833807,-0.20692908547005007,-0.10880211713753818,-0.0574635725923599,0.0013976291998183399,,-0.15248230990436806,-0.18039650686527153,-0.062077330373676576,-0.1227328807369652,0.008234279111880793,-0.05761682775799459,-0.028571276879233554,,-0.0032485383521981825,-0.1262135699364365,-0.04883008853682935,-0.05228743331492436,-0.10992806256478627,-0.006215283538445693,-0.03453724424200055,0.021820220162022563,-0.18755045923851144,-0.14054603906071494,-0.09280113657023714,,,-0.25025354055977767,-0.012790539542022028,-0.04102343693237409,-0.021592403846228514,,-0.07085426504727976,-0.11483859249438144,-0.07721785045831397,-0.07800777487943211,-0.10014117500601771,
2002-10-31,0.10827260020922647,,0.04246479022876937,0.18207281253818874,0.23769628189316228,0.3604061819764568,0.2231809346148761,0.3012984505313532,0.14981267622436412,0.21531696387045685,,0.16931160647305932,-0.12833267260208303,0.0940438815815583,0.03908449543913384,0.5136984755325722,-0.13761443181929234,0.046012363628384234,-0.0020283666464222527,0.19233211992678334,0.2522847829094028,0.10752922417396205,0.0385008853567792,-0.4891873151267121,0.022342142533498643,0.05747872596617842,0.04819309199832289,,0.06679387203969478,0.09615188897446725,-0.023393458759042307,0.020681882334149027,0.017589491059179396,0.10303856787142696,0.04808156907781869,0.013222180702635145,0.0022326337103815153,0.02434064243187284,0.03608698258029608,,,0.08611022846488603,0.10651320869988479,0.10526380666812529,0.3537984526000617,0.24550044712696595,0.14034702519120734,-0.16145195896214448,0.052631296640080594,0.08635327565746831,0.1118307679529269,-0.030859210264164938,0.06632745893637937,0.002891215548341375,-0.10468541970772538,0.008451396197573402,,0.025481641035916436,0.08337856467011462,,0.13011369586502086,0.1543144271298178,0.050257429580586654,0.18661071699978438,0.1561884314094435,0.22245069678714158,0.09628275979862844,0.0928665292097508,,0.3901978111663622,0.29643769369408646,0.19350463772788418,0.09476280564656459,-0.005897181269574503,0.08631245447819591,-0.059328343766094305,,0.24981948556982636,0.1207407545792818,0.09169767075801416,0.05517224858357239,0.04290164483524683,0.04368455705841301,0.05357699866926091,0.09548619844090567,0.29869307460161965,0.2070580471822021,0.1401121877434066,,,0.07523646135394046,0.04276580821391951,0.020389917145203773,-0.04030058617346122,,0.06057332899391743,0.39264186060979345,0.047965077910680165,0.08753059720190293,0.05517239530991702,
