,AAPL,ABBV,ABT,ACN,ADBE,AIG,AMD,AMGN,AMT,AMZN,AVGO,AXP,BA,BAC,BK,BKNG,BLK,BMY,BRK-B,C,CAT,CL,CMCSA,COF,COP,COST,CRM,CSCO,CVS,CVX,DE,DHR,DIS,DUK,EMR,FDX,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,INTU,ISRG,JNJ,JPM,KO,LIN,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,META,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NOW,NVDA,ORCL,PEP,PFE,PG,PLTR,PM,PYPL,QCOM,RTX,SBUX,SCHW,SO,SPG,T,TGT,TMO,TMUS,TSLA,TXN,UBER,UNH,UNP,UPS,USB,V,VZ,WFC,WMT,XOM,^OEX,Risk_Free_Rate
2002-02-01,-0.1221693639041147,,-0.01619028978055881,0.01590399786268626,0.07952507696954703,-0.002427352668755267,-0.1588784646900434,0.04468489790505825,-0.062015640687014706,-0.006342538939390185,,0.019020355676926615,0.12234418222652876,0.014596573383399924,-0.07749767484665138,-0.365079404967385,0.03488375971411495,0.041645303347800144,-0.011414622046788003,-0.042131968600861214,0.11212396462754115,-0.017355721405812097,-0.029608892504283224,-0.017939221614257983,0.010946169188269739,-0.10304336144430026,,-0.27929264954108357,0.0064970312699415,0.007637466207937038,0.09006161987831818,0.05475336687018917,0.09211801159525601,0.01233198761630816,-0.0060408226810506616,0.08048526819911439,0.018429554758305766,0.03633887373991462,0.07704069591187701,,,,-0.0681796997041424,-0.001797134362428232,0.1341863565742616,-0.09055532629941532,-0.1852169288927058,-0.03465008669293701,-0.005405824213921551,0.05894602849155395,-0.13285789318189278,0.08320002230928081,-0.0025838264159175894,0.008388711949911754,0.06494240262225848,-0.01733103729376273,,-0.039735853745874516,0.05504537616680283,-0.09497638639969319,0.04937473325845976,,0.062432309591533786,0.05088821726638293,0.0363299798296417,-0.10335016059228985,-0.08428770296711774,-0.009326712908375612,,-0.01752645746243575,,-0.22406472595294402,-0.037080201554120173,0.008185169010796578,-0.017038824543436748,0.04305250774632974,,,,-0.24517571086831502,0.061399534675559364,-0.031972775885960814,-0.09255403223474279,0.044716601947162316,0.016177192682363728,0.019068278992387055,-0.05651882072781811,-0.07331518910429113,,,-0.05886726428228406,,-0.025016688808253806,-0.02224001728462388,0.02539968158314765,0.0014413270848079307,,0.017496626111261238,0.01677571062254568,0.033844789647000884,0.05761840677285601,-0.0193203321392158,0.00145
2002-03-01,0.0907848504012152,,-0.06984963007303635,0.019473152938685567,0.1074768663932748,-0.024174708304900094,0.0896296324553314,0.02931989044551342,0.13636364849482852,0.014184383971608927,,0.12373100402048132,0.05420764487766938,0.07376652496866809,0.11636604749143076,0.3074998685415429,0.0022468496404868255,-0.13851034647849447,-0.023092761482160107,0.0943647115078241,0.024139722635461158,0.020899972505080022,-0.03713301215092524,0.2967062718953124,0.06904491967463433,-0.03490094077204753,,0.1864050218641191,0.2565886770930703,0.07820340489495514,-0.04965619073578087,0.056373911178949854,0.0034782329330431683,0.07942483987137594,0.0032856932511888814,0.0041484205930821805,0.03378078911277482,-0.024037611511465107,0.02157198717446196,,,,0.11502335897188343,-0.02779994554858367,0.009516592904285748,0.06132464049291375,0.06577583929492947,0.01240429237382279,0.0217393078966579,0.06981713758859809,0.2188032533930071,0.10276433938555085,0.032815191916287345,0.010340839010306135,0.02271776504916989,-0.03889477997812962,,0.06321893272116008,-0.011508736154486332,0.015042158502264869,-0.011919941099150733,,-0.019426895177659387,0.0001891864493943629,-0.06114501345974843,0.1667345073762163,0.033767399830252565,0.13369016787150922,,0.019538015607350134,,-0.13036484670140558,-0.2298437978122031,0.019802613995343776,-0.026712538481456383,0.06250625992523418,,,,0.13203008000616379,0.02079146892850403,0.005214956571812035,0.004658239290905364,0.042913622066874435,0.07860999533606772,-0.010570473266707237,0.030490947917652944,0.018673213517983678,,,0.12776778962328805,,0.05421444744227677,0.02422921026386682,0.035020020188997636,0.08249336380653638,,-0.014957370242773549,0.05330486770962417,-0.011449796920420696,0.06756815218688539,0.027488883040634127,0.0014916666666666665
2002-04-01,0.025347612476886994,,0.025665360158905637,-0.19700404312117503,-0.007855644786316729,-0.04186333166822365,-0.23997278883867823,-0.1139405754305669,-0.09272743478058687,0.16713293061710655,,0.0012207684655431983,-0.07564745580111054,0.06556941212812717,-0.12922443076124113,-0.03632875152843695,0.03139052195837988,-0.28871338613800457,0.02701559203126025,-0.1256057166370782,-0.03922659323880806,-0.07244064824410379,-0.15724959336410582,-0.06201998066493253,-0.04761224969062994,0.009543380773127996,,-0.1346723383266467,-0.024759596297446174,-0.03943713219025491,-0.012403165512063885,0.008172103911338935,0.004332532942269873,0.014021600811277013,-0.06969839687084611,-0.11067131348799175,0.03342220469472812,-0.15641716299810127,-0.13531484601252008,,,,-0.12742376741501726,-0.045093156191786776,-0.04154658100701858,-0.19461554126896463,-0.05919048864833021,0.0213765907464889,0.07978750056354933,-0.016781464474398877,-0.015428016692608182,0.06662515048763762,-0.042146629574758676,-0.13320182965148375,0.09239346698087281,-0.027592553830401934,,0.023423770701210378,0.06555019953221164,-0.011501487643508224,0.08380980517341574,,0.09381785871334203,0.044892388246240644,-0.05089502900802434,-0.1673351830309,-0.13347702363408787,0.06616315218887481,,-0.11043537637849798,,-0.21528588770077695,-0.21562489021434061,0.010674629554163317,-0.08530433000240423,0.001887177869746015,,,,-0.19872440542563297,-0.05431273832349903,-0.013402484747067178,-0.12986976859424415,0.07021518368436253,0.03432424152270008,-0.17040597387443468,0.012291237483458728,-0.0882778086843583,,,-0.06555842021294767,,0.14950859869492517,-0.08295045851712202,-0.01249980798167849,0.05919431956882848,,-0.1299343051828562,0.03542530945124067,-0.08766580779054567,-0.08350480694962004,-0.07868546747076577,0.0014333333333333333
2002-05-01,-0.03996831928863831,,-0.11574747627689308,-0.027518318223530014,-0.09659678321685028,-0.031104717836123785,0.022361358960273137,-0.09928176426912283,-0.23847676611495705,0.09227077407540119,,0.038660721894757666,-0.04372229110200887,0.045943455388492316,-0.0030014094401042968,-0.20039681458533998,-0.06521745908449283,0.08852553225012927,0.01602956805883249,-0.002771565389223185,-0.03698352339479982,0.025799661376531002,0.05214638899372748,0.042577509321399365,-0.032042495862181,-0.02313425203896402,,0.07713312485983881,-0.04169571740383793,0.0062274881721640085,0.05004491798876942,-0.027382192311955267,-0.011647814886101449,-0.16488375616280626,0.08353622438538966,0.04412631164314784,0.039434658738492834,-0.01299528026181751,0.1458867645024602,,,,-0.0404137909553276,-0.1009272715757592,0.06870214436017408,-0.03951736656960947,-0.034603774519609165,0.11613045776086972,-0.0709359813151288,-0.039304935358417725,0.034174786492755516,0.0009003208132449814,-0.019264416157963482,-0.020439054505757448,-0.013513591905357725,0.11565099655194966,,0.05422526836091923,0.04800151376124062,0.03402407802381546,-0.02665518461270211,,-0.0029412801870910554,0.05180886031323495,0.050791196930152216,-0.04348601659563267,-0.025832849724828577,-0.007874979631678158,,0.00787494728527971,,-0.03878207602785766,-0.21115551703855795,0.001541320468570806,-0.048143263578211304,-0.0037148321357023395,,,,0.04907072669910262,-0.018525981344257314,0.06397863879389498,0.06145743201501075,-0.04761931202002612,0.009480771970975743,0.11466318024244848,-0.050400929689491836,-0.02857145292886276,,,-0.07239085889227037,,0.034050698113823996,0.07816889092651569,0.005662799945022945,-0.0021098531130588905,,0.0812613795165702,0.024437870921938165,-0.031507676439084364,-0.0059742843656769296,-0.006010541059897734,0.00145
2002-06-01,-0.2394832374596546,,-0.20736868793611962,-0.08872900140765516,-0.21052621803894134,0.01881451560018843,-0.14960629855562146,-0.12072217390424955,-0.09210513792098896,-0.10861215534586,,-0.1456126312073187,0.05905863170150982,-0.07189003287719631,-0.0702481648155614,-0.3076923385276742,0.0302323397431834,-0.1741643154836009,-0.09627828587684684,-0.09890412828583994,-0.06351654202654411,-0.0765689386638082,-0.1840865476350052,-0.021819158261949356,0.023110348047522322,-0.016552533076494624,,-0.11596976702811146,-0.04464568353353171,0.022287044404460943,0.01914828640869848,-0.04696932546633836,-0.17503276731472528,-0.02114755395010015,-0.06893983790409497,-0.010195133633794318,0.05715685457192299,-0.06711624966709295,-0.07795868690088936,,,,-0.027832495440939464,-0.11897384403984135,-0.09694948530448766,-0.10327602152317839,-0.33804781611810675,0.1369772032788188,-0.1018030356796864,-0.14527233725782585,-0.05646783905812469,0.007919222644305224,0.017321087144006153,-0.12408823909670252,0.12203585767758396,-0.03731997104674811,,-0.049766549404599014,-0.04789608710828064,-0.07150559163517689,-0.13331302739331985,,-0.014561321177105402,-0.23703079495751211,-0.11313523850814033,-0.05235396131122416,0.07444584240896068,-0.04762694062438544,-0.07166284169431891,-0.0018600859718178597,,-0.4865489846848505,0.19570714457754312,-0.07271988238214766,0.015092527784886789,-0.002791846995908731,,,,-0.1311629743763515,-0.01066582792857429,0.023476316251750173,-0.07266128241533998,0.027033092041142126,0.099248787055501,-0.11052773100813462,-0.07951793840854238,-0.10130731501405887,,,-0.1733520179856426,,0.00826016355868231,0.03331180915033638,0.026036679646049166,-0.012685352439417263,,-0.06627940156931988,-0.03941323878205327,0.016820939650230793,0.0307180772012563,-0.07384734729475972,0.0014333333333333333
2002-07-01,-0.13882737730195527,,0.09986751207080347,-0.13157908343048097,-0.158905079144123,-0.06254375320418204,-0.17386836292487196,0.08978061916759894,-0.3507245149112802,-0.11076919849102318,,-0.029184858779557787,-0.07733340223445317,-0.047177004537412026,-0.05125883969521139,-0.3369175423856885,-0.05304730881291009,-0.08832674947822872,0.023724291988606483,-0.13445178932905,-0.08682290354200728,0.02597420844814935,-0.10247917318186395,-0.48075335888229365,-0.12109364133979095,-0.09709989203278857,,-0.05448009116937502,-0.06535939714704508,-0.15254277477580547,-0.1185167112833907,-0.06451462514388151,-0.0619046169646168,-0.1803859804002138,-0.047841729839917635,-0.04502580768512565,-0.23911644833464074,0.11538101060613304,-0.0732965102084644,,,,-0.002727101485139327,-0.1582162857063255,-0.08146494762819745,-0.02222264729760204,0.02846233546740673,-0.11544662740023581,-0.17355337878247712,0.006505661658196882,-0.2641504931585271,-0.1048988931273307,-0.07870688842661022,0.035815348983965656,-0.0775541255128619,-0.16629973421717958,,-0.130052580682274,-0.09355759076149195,-0.057176122505645965,-0.021181016299060662,,0.023007578347085333,0.06756004075402466,-0.014223247618943446,-0.06337044623908161,-0.12285209577638967,-0.04645834694589679,-0.04575245169655817,-0.08017251720779806,,-0.355648002858978,0.05702227312123864,-0.10654137038731581,-0.07571423464666516,0.004267013947737208,,,,-0.00036368813143494716,0.02356437514729648,-0.21005994606529366,-0.2008926855467027,0.05036437716282971,-0.02307225913999411,-0.0931146552290999,-0.12467167661662015,0.02909089799418374,,,-0.023206825600718295,,-0.04249023691523435,-0.06986476799022556,0.05813697680325425,-0.07597792043538865,,-0.17808178721087942,0.015980287502464607,-0.10483401328228914,-0.101661807857503,-0.06375989617099409,0.0014333333333333333
2002-08-01,-0.03341989746448282,,-0.026577635541196964,-0.0030298782996264206,-0.16110173366669123,-0.017521980580328278,0.10211714517643267,-0.013365489524192697,0.09821384613621342,0.03390996803293711,,0.02489798954429423,-0.1071769326889449,0.053834842706328434,0.10454752933279154,0.2702704165943346,0.0548273638343697,0.07656248445671654,0.06689981299310532,-0.02355324765178657,-0.01574898986054174,0.0663849872218718,0.13075539837516303,0.12523620369502209,0.01603878459009045,-0.041869989258017215,,0.04776365021864892,0.02990279195813139,0.021733313538532917,0.09281327058808864,-0.030620250278114547,-0.11562323216572068,0.05256977163672749,-0.04259031696642357,-0.0706577245564477,-0.02538563599707544,-0.06366437380274192,0.05283891960621667,,,,0.05856576614906728,0.06638539399450805,-0.07447466399053149,0.07073922176544878,-0.11282617599708733,0.014778968971624007,0.054285363956486865,0.03250987207557676,0.06928490815970312,0.021226162492033573,0.07131920941450853,-0.0063334708345285096,-0.012321860951140629,0.09384581598444419,,-0.03999986274732115,0.07486461267035649,0.02085870947273838,-0.04505120237187421,,-0.0069934815376392345,0.08577657403113736,0.018548781397108804,0.06464520831960918,0.022926222079225234,0.0075902440148758465,-0.017974544090759936,-0.12396023332096251,,-0.08762025891613723,-0.04195798461342093,-0.07894712880003163,0.022565422147253766,0.0012312252804094204,,,,0.008369999233590386,-0.14546843534652687,0.02394266858598848,0.025697926498779555,0.0062548799583577175,-0.01111456652226872,-0.09536604682999439,0.02548703156156673,0.047114669513388385,,,-0.14822701475413758,,0.007870943028206678,0.032044167221692677,-0.021885138509623592,0.004675429005063014,,-0.05121356977768088,0.026150780950553454,0.08743413690020274,-0.03563632245644843,0.0042059683490274224,0.0014
2002-09-01,-0.016947921613445605,,0.009243056424725005,-0.13191564045006443,-0.04975129875727968,-0.12898108256120355,-0.3966101782584248,-0.07395097125484673,-0.35365835728524175,0.06626512657409722,,-0.13532999380579636,-0.07508654700233186,-0.08961200997569396,-0.18236145996877728,-0.3787234914275195,-0.0639550030225925,-0.04609260668169679,0.010245901799528667,-0.02390834813185705,-0.14711273360085952,-0.010999309121782153,-0.13151476679625396,-0.019954816980849888,-0.11400053647167563,-0.03112805354812742,,-0.24167859630065547,-0.13746196137091005,-0.08805919525042893,-0.010235353124283031,-0.05486311809636302,-0.03443909077726148,-0.2637318343253522,-0.09168930551901788,0.057444957303363964,0.034206312739272215,-0.1824214759677476,0.045199384483040284,,,,-0.14579537437056544,-0.2074089528562385,-0.27253821798396916,-0.22474020047885335,-0.1657678785119615,0.020166240116952228,0.0826560876659308,-0.0005745103705107057,-0.28068169303520607,-0.05960854237700475,-0.08781000051991705,-0.04156104203622546,0.023135328503279595,0.00048304685789646307,,-0.2567341819884479,-0.08322846261696804,0.02282661831537025,-0.1545318612498774,,-0.11563431661177948,-0.22400010638546308,-0.09521008358783911,-0.20692926175529514,-0.10880198989959777,-0.0479456429685744,-0.26010484422587776,0.0,,-0.15248250300660182,-0.18039634316909547,-0.06573968528538288,-0.11912980133835083,0.008234765094909946,,,,-0.003247760525330934,-0.04508935731499164,0.027860543851406794,-0.050942531442243366,0.0057707881938409145,0.019777799895295045,-0.18755097574002422,-0.13536383399573926,-0.09280103380599058,,,-0.2502541879785257,,-0.012789987823930704,-0.04426106209562386,-0.018771729897179457,-0.13541174689705315,,-0.1148388226477779,-0.0719137501955015,-0.07928215781063164,-0.09435502643435656,-0.11621091408758466,0.0013916666666666667
2002-10-01,0.1082725779490028,,0.036386073754215875,0.1820730906126542,0.23851667559040268,0.14441247209188535,0.14981267622436412,0.116546684125999,-0.11320765446900138,0.21531696387045685,,0.16645294200736815,-0.1283328093862871,0.10391063430635783,-0.09533743134660388,0.5136985892122794,-0.13761457512557862,0.03403334469712216,-0.0020283666464222527,0.24620595486729413,0.09752808150709158,0.019091372844108667,0.0989215288621299,-0.127433659370762,0.04887593787696476,0.04819291560189365,,0.0667935642315054,0.09388526744455383,-0.023393519111911565,0.025663353296039526,0.018057575630646028,0.10303865819824365,0.04808232738045315,0.09649535552983823,0.0634320628725007,-0.027049947184594747,0.03150925891905798,0.03608697667083871,,,,0.08435516862022951,0.10819532697030021,0.10526320611437257,0.35379953631258876,0.24550028388286904,0.140346916942506,-0.16145195896214448,0.08635289151992653,0.09268067873115027,-0.02704144142779874,0.07010382798618942,0.0028916151598477047,-0.10468506590182569,0.007970733503323446,,0.025481137556365496,0.08750845953023445,0.06362792728625988,0.049209239342734135,,0.15431561494816215,0.06449249678266344,0.19560293461751987,0.14876080637193212,0.22245109334284385,0.09628267348867459,-0.07526778580576621,0.09439428091625279,,0.3901976722262632,0.29643774693723857,0.19818241089904975,0.09476228202138182,-0.010404572671155465,,,,0.24981817581852095,0.09169795546464199,0.1539207724934688,0.055172719871064535,0.03196723308019922,-0.0442201296760355,0.27661702852694803,0.020325184861559542,0.14011193801554755,,,0.07379824442463212,,0.04276512275416078,0.023846656818346856,-0.040301013805425945,0.1473165786199917,,0.37609322133766665,0.04796546335363727,0.08903586905584548,0.05517304046122096,0.10791899866674348,0.0013500000000000003
2002-11-01,-0.03546803390728703,,0.05175050520074387,0.14040280371391778,0.24915389382863973,0.0415662407855808,0.4657980774764099,0.013745766475708576,1.758864977776648,0.2060950675616804,,0.07301144888478173,0.14453806285031634,0.004011525762086743,0.17625453154353443,-0.2081448380558515,0.12010075822068988,0.08927255687755675,-0.019918689573975135,0.05736549962462889,0.23267321686214681,-0.06231500858458816,0.0,0.10928727728542942,-0.006142100273831774,-0.048040332149888454,,0.3345259161883156,-0.028643840608346016,-0.00887224097086381,0.10260812822655674,0.08625744567487525,0.1868264756908935,-0.03660355543352256,0.08239936570925033,-0.01165599292769992,0.033358814630401135,0.07405963667320137,0.13471485270434203,,,,0.10331912231909857,-0.08587215404171955,0.08646591668133596,0.10108848198437004,0.20693610962856246,0.03890586494826098,0.08955198785303664,-0.02944629494386919,0.23427021313974117,-0.01807187309245928,0.08256860439281599,0.23063022751865137,-0.09844595057585859,-0.005037485492829341,,0.02153482063662371,-0.04911343757691988,0.04505473933365045,0.12395289354494854,,0.0229239116331601,-0.0743559849430998,0.09531682253423068,0.1699009865739145,0.07873540121881195,-0.0030516379390190806,0.20959562130849085,-0.051069911846894356,,0.43949034982029467,0.1923451720493463,-0.03673463038222535,-0.007553956863207478,-0.03996582345931976,,,,0.1940908868727167,0.012971975375333233,-0.08808763747724291,0.2570806272325177,-0.10919118354624124,-0.012591660872555477,0.1298849383359051,0.15471437694176027,0.06525252071688947,,,0.2633548049781089,,-0.10445306117643272,-0.019474857286774006,0.05582411174879942,0.038406720591419585,,0.12244804055831304,-0.08440655263855146,0.006535945014856104,0.03386780853716598,0.06128101318356638,0.00105
